Сліпак східний (звичайний),Родина Spalacidae,,Spalax microphthalmus,"Сліпаки, або зінські щенята, є одними з найдосконаліших ссавців-землериїв. Очі в цих звірів відсутні, за що вони й одержали назву “сліпаків”. Зубами, які виростами губ ізольовано від ротової порожнини, вони в повному розумінні не риють, а “вигризають” довжелезні нори, чому сприяє й сплющена згори форма голови. Мешкають у Східній Європі, на Близькому Сході, Передній Азії, Африці. Живляться підземними частинами рослин. У фауні України відомо 5 видів сліпаків, 4 із яких занесено до Червоної книги України.",http://uk.wikipedia.org/wiki/Сліпак_східний,imgs/96.jpg,До 1900-х,
Опосум звичайний,Родина Didelphidae,Звичайний опосум,Didelphis,"Один із небагатьох видів сумчастих ссавців Центральної та Північної Америки. Вагітність триває всього 13 діб. Вага новонароджених не перевищує 0,13 грамів. Загальна кількість малят у виводку може досягати 25, та всі вони можуть вміститися в чайній ложці. Опосумів як лабораторних тварин утримують у віваріях.",http://uk.wikipedia.org/wiki/Опосум,,До 1900-х,
Валабі двоколірний,Родина Macropodidae,Двоколірний валабі,Wallabia bicolor,"Ці кенгуру живуть в лісах Східної Австралії. На відміну від інших видів кенгуру, ведуть переважно поодинокий та нічний спосіб життя.",http://uk.wikipedia.org/wiki/Wallabia_bicolor,imgs/64.jpg,До 1900-х,
Кенгуру велетенський (великий) сірий,Родина Macropodidae,,Macropus giganteus,"Найбільший представник сучасних сумчастих ссавців. Довжина тіла доходить до 120-140 сантиметрів, вага – 50-90 кілограмів. Стоячи на задніх лапах, самці мають зріст до 2 метрів. Розповсюджений на відкритих просторах та лісах Південної Австралії й Тасманії. Утворює групи по 20-50, а в часи посухи – до 200 тварин. Тікаючи, розвиває швидкість до 50 кілометрів на годину, здійснюючи при цьому 9-метрові стрибки. За рік народжують лише одне маля. Вагітність триває 36 діб. Малюк залишається в сумці матері близько року. Чисельність велетенських кенгуру швидко скорочується.",http://uk.wikipedia.org/wiki/Кенгуру_велетенський,imgs/68.jpg,До 1900-х,
Заєць сірий (русак),Родина Leporidae,"Заєць сірий русак, заєць русак сірий, русак заєць сірий, сірий заєць русак, сірий русак заєць, русак сірий заєць",Lepus europaeus,"Улюблений герой казок усіх народів Європи. Розповсюджений у Європі, Азії, Північній Африці. На півночі України крім сірого зайця зрідка трапляється й, занесений до Червоної книги України заєць-біляк (Lepus timidus), зимове хутро якого майже цілковито біле.",http://uk.wikipedia.org/wiki/Заєць_сірий,imgs/11.jpg,До 1900-х,
Білка звичайна (Вивірка) ,Родина Sciuridae,"Білка звичайна вивірка, білка вивірка звичайна, вивірка білка звичайна, звичайна білка вивірка, звичайна вивірка білка, вивірка звичайна білка",Sciurus vulgaris,"Характерний мешканець лісів Європи й Азії. Завдяки великому хвосту, який допомагає при стрибках, може стрибати з дерева на дерево на відстань до 10-15 метрів. Колір хутра змінюється з рудого чи бурого влітку, до сірого й, навіть, чорного взимку. Особини чорної масті трапляються в Українських Карпатах.",http://uk.wikipedia.org/wiki/Вивірка_звичайна,imgs/4.jpg,До 1900-х,
Ховрахи,Родина Sciuridae,Ховрахи,Spermophilus,"Характерні мешканці степів, напівпустель Європи, Азії, Північної Америки. В гори підіймаються до висоти 3500 метрів. Впадають у зимову сплячку, яка триває 5-7, а у пустельних видів – до 9 місяців. В Україні поширені 4 види ховрахів, чисельність яких в останні десятиліття скорочується.",http://uk.wikipedia.org/wiki/Ховрах,imgs/99.jpg,До 1900-х,
Бурундук азійський (сибірський),Родина Sciuridae,"Бурундук азійський сибірський, бурундук сибірський азійський, сибірський азійський бурундук, азійський сибірський бурундук, азійський бурундук сибірський, сибірський бурундук азійський",Tamias (Eutamias) sibiricus,"Розповсюджені у тайговій зоні Європи та Азії. Добре лазять по деревах, але постійно живуть у норах. На відміну від білок взимку впадають в сплячку. Утворюють великі запаси насіння та кедрових горішків, які використовують навесні.",http://uk.wikipedia.org/wiki/Бурундук_сибірський,imgs/67.jpg,До 1900-х,
Агуті,Родина Dasyproctidae,Агуті,Dasyprocta sp.,"Розповсюджені у Центральній та Південній Америці. Живуть парами, які зберігаються до смерті одного з партнерів. Самці активно захищають кордони своєї території від вторгнення чужинців. Живляться переважно фруктами, часто супроводжують зграї мавп, підбираючи плоди, що падають із дерев.",http://uk.wikipedia.org/wiki/Агуті,imgs/65.jpg,До 1900-х,
Дикобраз (їжатець) індійський,Родина Hystricidae,"Дикобраз їжатець індійський, дикобраз індійський їжатець, їжатець дикобраз індійський, їжатець індійський дикобраз",Hystrix indica,"Схожий на величезного їжака: голова, спина, боки тіла вкриті довгими чорно-білими голками. Мешкає в Південній Європі, Азії, Африці. Утворює великі нори, може селитися в печерах. Живиться рослинами.",http://uk.wikipedia.org/wiki/Їжатець_індійський,imgs/69.jpg,До 1900-х,
Бобер європейський (річковий),Родина Castoridae,"Бобер європейський річковий, бобер річковий європейський, річковий європейський бобер, європейський річковий бобер, європейський бобер річковий, річковий бобер європейський",Castor fiber,"Це справжній велетень серед гризунів Європи та Азії. Вага бобра може досягати 30 кілограмів, довжина – до 130 сантиметрів. Селиться сім’ями по берегах річок, які запруджує, перегороджуючи греблями. Має цінне хутро. Нині охороняється в більшості країн Європи.",http://uk.wikipedia.org/wiki/Бобер_європейський,imgs/66.jpg,До 1900-х,
"Шиншила (мала, довгохвоста, берегова, звичайна)",Родина Chinchillidae,,Chinchilla lanigera,Живе у гірських районах Анд у Південній Америці на висоті від 3 до 5 кілометрів. Коротке густе та м'яке хутро вважається одним із найдорожчих у світі. З початку 20-х років XX століття шиншил розводять на фермах у США та Європі. Чисельність природних популяцій невпинно знижується. Вид внесено до Червоної книги МСОП.,http://uk.wikipedia.org/wiki/Шиншила_звичайна,imgs/101.jpg,До 1900-х,
Піщанка червонохвоста,Родина Muridae,Червонохвоста піщанка,Meriones libycus,"Мешканець пустель Африки, Передньої, Середньої та Центральної Азії. Колоніальний вид. Великі скупчення його нірок утворюють так звані “містечка”. Підземні ходи прокладає на глибині до 1-1,5 метра. Основу живлення складає насіння та цибулинки рослин. На зиму робить запаси їжі до 9 кілограмів. Один із головних природних носіїв збудників небезпечних для людини інфекцій пустельної зони (шкіряний лейшманіоз, чума та інші).",http://uk.wikipedia.org/wiki/Meriones_libycus,imgs/12.jpg,До 1900-х,
"Куниця європейська (лісова, жовтодушка)",Родина Mustelidae,,Martes martes,"Розповсюджена в Європі, Передній, Середній та Центральній Азії. Мешкає і в Україні. Схожа на куницю лісову (Martes martes), від якої відрізняється білим кольором горлової плями та здатністю жити поблизу людини, в тому числі й у великих містах. Живиться гризунами та птахами, в окремі сезони основу їжі можуть складати рослини (плоди, ягоди). Віддавна об’єкт полювання. За часів Русі кунячими шкурками платили данину. Цей кмітливий і спритний звір так сподобався нашим предкам, що став у їхній свідомості прототипом дівчини на виданні. І тому весілля в Україні не могли відгуляти без полювання стрільця-молодця на куницю-красну дівицю. Охороняється в ряді країн Європи.",http://uk.wikipedia.org/wiki/Куниця_лісова,imgs/82.jpg,До 1900-х,
"Візон річковий (Норка американська, східна)",Родина Mustelidae,,Neogale vison,"Мешканець Північної Америки. Має цінне хутро. Завезена в 30-ті роки XX століття до Європи, на Південь та Далекий Схід Сибіру. У місцях акліматизації витісняє з довкілля норку європейську (Mustela lutreola), із якою конкурує за місця поселення, поживу, сховища.",http://uk.wikipedia.org/wiki/Візон_річковий,imgs/103.jpg,До 1900-х,
"Видра європейська (річкова, звичайна)",Родина Mustelidae,,Lutra lutra,Мешканець річок та інших водоймищ майже всієї території Європи та Азії від пустель та тропіків до тайги. Головна їжа – риба. Має цінне хутро. Полювання та забруднення річок у ряді країн призвели до зниження чисельності. Видру внесено до Червоних книг України та МСОП.,http://uk.wikipedia.org/wiki/Видра_річкова,imgs/123.jpg,До 1900-х,
Ласиця мала (ласка),Родина Mustelidae,"Ласиця мала ласка, ласиця ласка мала, мала ласиця ласка, мала ласка ласиця, ласка мала ласиця, ласка ласиця мала",Mustela nivalis,Найдрібніший хижий ссавець у світі. Довжина тіла в окремих підвидів не перевищує 15 сантиметрів. Терени поширення та особливості зимового й літнього вбрання подібні до горностая. Живиться переважно дрібними ссавцями. Завдяки своїм малим розмірам добуває їх безпосередньо в норах гризунів.,http://uk.wikipedia.org/wiki/Ласиця_мала,imgs/115.jpg,До 1900-х,
Горностай,Родина Mustelidae,Горностай,Mustela erminea L.,"Ці рідкісні хижі ссавці лісової зони Європи та Азії влітку мають двоколірне забарвлення хутра: верх темно-коричневий, низ – білий. Узимку хутро чисто-біле. Кінчик хвоста в горностая завжди чорний. Хвостиками горностаїв прикрашали мантії всіх правителів середньовічної Європи й тому полювання на горностаїв було окремим промислом. Внесені до Червоної книги України.",http://uk.wikipedia.org/wiki/Горностай,imgs/15.jpg,До 1900-х,
Ведмідь бурий,Родина Ursidae,Бурий ведмідь ,Ursus arctos,"Один з улюблених персонажів фольклору народів Європи, Азії та Північної Америки. Попри зовнішню незграбність, бурий ведмідь є спритним та могутнім звіром. Він може наздоганяти здобич зі швидкістю до 40 кілометрів на годину. Цікаво, що вага новонароджених ведмедиків не перевищує 500 грамів. Колись був поширений повсюдно в лісовій та лісостеповій зоні України, нині зберігся тільки в Карпатах. Заслуговує охорони.",http://uk.wikipedia.org/wiki/Ведмідь_бурий,imgs/122.jpg,До 1900-х,
Ведмідь білий,Родина Ursidae,Білий ведмідь,Ursus maritimus,"Найбільші з сучасних хижих ссавців суходолу: вага до 800 кілограмів. Розповсюджені в арктичних широтах Європи, Азії, та Північної Америки. Більшу частину свого життя проводять серед крижин, де полюють на тюленів, які є головною їжею для них. Добре плавають. Для розмноження ведмедиці виходять на суходіл, де збираються в так званих “пологових будинках”. У найвідомішому з них на острові Врангеля щорічно скупчується до 250 самиць, які в січні-квітні народжують 1-2 ведмежат вагою 700-800 грамів. Перебувають під охороною в усіх місцях поширення.",http://uk.wikipedia.org/wiki/Ведмідь_білий,imgs/14.jpg,До 1900-х,
Динго,Родина Canidae,"Дінго динго, динго дінго",Canis lupus dingo,"Найбільший та найчисельніший із сучасних хижаків Австралії. Динго є нащадками здичавілих собак, яких завезли до Австралії перші переселенці з Південно-Східної Азії 5-6 тисяч років тому.",http://uk.wikipedia.org/wiki/Динго,imgs/118.jpg,До 1900-х,
Вовк,Родина Canidae,Вовк,Canis lupus L.,"Ареал цього добре відомого хижака є найбільшим серед сучасних ссавців. Однак, його винищено у більшості країн Західної та Центральної Європи та у більшій частині Північної Америки. Окремі підвиди внесені до Червоної книги МСОП. В Україні чисельність вовка доволі велика, відтак не викликає підстав для занепокоєння за його долю як біологічного виду.",http://uk.wikipedia.org/wiki/Вовк,imgs/60.jpg,До 1900-х,
Пума (кугуар),Родина Felidae,"Пума кугуар, кугуар пума",Puma concolor,"Одні з найбільших американських хижих ссавців. Їх ще називають “американськими левами”. Поширені від Аляски на півночі до Патагонії на півдні. Живляться, переважно, великими ратичними тваринами. Окремі підвиди пум внесено до Червоної книги МСОП.",http://uk.wikipedia.org/wiki/Пума,imgs/109.jpg,До 1900-х,
"Леопард (пардус, пантера плямиста)",Родина Felidae,,Panthera pardus,Живуть в Африці та Азії (від Аравії до узбережжя Японського моря). Забарвлення цих великих котів буває двох типів – звичайний плямистий та чорний (так звана чорна пантера). Живляться великими тваринами. Відомі випадки людожерства. Всі азійські підвиди внесені до Червоної книги МСОП.,http://uk.wikipedia.org/wiki/Леопард,imgs/112.jpg,До 1900-х,
Лев (пантера лев),Родина Felidae,,Panthera leo,"Лев – один із головних персонажів африканського фольклору. В європейській культурі отримав назву “цар звірів” й опинився на багатьох гербах європейських країн. В Україні лев прикрашає герб старовинного Львова. Найбільший хижий ссавець Африки, мандрує за табунами ратичних тварин, які складають основу його поживу. Ще до VIII-X століття леви водились на півдні Європи, а до початку XIX століття були широко розповсюджені в Південній Азії (від Іраку до Індії). Нині в Азії вони збереглись лише в заповідниках штату Гуджарат в Індії.",http://uk.wikipedia.org/wiki/Лев,imgs/114.jpg,До 1900-х,
Зебра бурчеллова,Родина Equidae,"Бурчеллова зебра, бурчелова зебра, зебра бурчелова",Equus quagga (burchelli),"Мешкає в Африці на південь від Сахари на відкритих посушливих просторах (саванах). Зебри разом з іншими ратичними (гну, імпали та інші антилопи) утворюють великі спільні табуни. Місцеве населення полює на зебр заради м’яса, шкури. Для європейців це об’єкт спортивного полювання.",http://uk.wikipedia.org/wiki/Зебра_бурчеллова,imgs/23.jpg,До 1900-х,
Лось європейський (звичайний),Родина Cervidae,,Alces alces,Найбільший з оленів Євразії. Об'єкт промислового полювання. В Україні лосі занесені до Червоної книги.,http://uk.wikipedia.org/wiki/Лось_звичайний,imgs/110.jpg,До 1900-х,
Бубал (біломордий),Родина Cavicornia,"Бубал біломордий, біломордий бубал",Damaliscus pygargus,"Антилопи є середніх розмірів із характерними ліроподібними рогами. Довжина тіла до 2 метрів, вага – до 150 кілограмів. Мешкають в Африці на південь від Сахари в саванах, напівпустелях, лісах. Тримаються групами.",http://uk.wikipedia.org/wiki/Бубал_біломордий,imgs/121.jpg,До 1900-х,
Імпала (чорноп'ята антилопа),Родина Bovidae,,Aepyceros melampus,"Одні з найкрасивіших антилоп. Мешканці саван та лісів Африки. Табунці імпал часто зустрічаються разом з іншими видами антилоп, зебрами та, навіть, слонами. Мають багато ворогів, головними з яких є гепард та леопард.",http://uk.wikipedia.org/wiki/Імпала,imgs/116.jpg,До 1900-х,
Мавпа Бразза,Родина Cercopithecidae,Бразза мавпа,Cercopithecus neglectus,"Цей вид є одним з найгарніших видів мавп Старого Світу. Розповсюджені в тропічних лісах Західної та Центральної Африки. Живуть гуртами з декількох десятків особин, які очолюють самці. Живляться як рослинами, так і дрібними тваринами. Мають багато ворогів, головними з яких є леопарди та хижі птахи.",http://uk.wikipedia.org/wiki/Cercopithecus_neglectus,imgs/120.jpg,До 1900-х,
Мавпа Діани,Родина Cercopithecidae,"Діана мавпа, мавпа Діана, Діани мавпа",Cercopithecus diana,"Одні з найкрасивіших мавп Старого Світу. Мешканці тропічних лісів Західної та Центральної Африки. Живуть гуртами з декількох десятків особин, які очолюють самці. Живляться як рослинами, так і дрібними тваринами. Мають багато ворогів, головними з яких є леопарди та хижі птахи.",http://uk.wikipedia.org/wiki/Мавпа_Діани,imgs/117.jpg,До 1900-х,
Шимпанзе звичайний,Родина Hominidae,"Шимпанзе звичайний, звичайний шимпанзе",Pan troglodytes,"Мешкають у Західній та Центральній Африці в тропічних лісах та саванах. В гори підіймаються до 3 кілометрів. Ведуть напівдеревний спосіб життя. На землі проводять до третини дня. На ніч будують гнізда на деревах. Всеїдні. Крім рослинної їжі живляться комахами, яйцями птахів, дрібними мавпами й антилопами. Мисливські здібності притаманні, головним чином, самцям. За анатомічними та біологічними особливостями шимпанзе є найближчими до людини тваринами. Дуже різноманітні засоби спілкування шимпанзе – широкий діапазон звукових сигналів, жести, міміка, що нагадують людську. Про їхню розвинену розумову діяльність свідчить здатність виготовляти знаряддя праці, колективні полювання тощо. Відомі успішні досліди з навчання шимпанзе людській мові глухих. Знаходяться під загрозою винищення. Разом із карликовим шимпанзе (Pan paniscus) внесені до Червоної книги МСОП.",http://uk.wikipedia.org/wiki/Шимпанзе_звичайний,imgs/104.jpg,До 1900-х,
Ревун рудий,Родина Cebidae,Рудий ревун,Alouatta seniculus,"Одні з найбільших мавп Південної Америки: довжина тіла до 90 сантиметрів, вага до 9 кілограмів. Мешкають у тропічних лісах північно-західної частини Амазонського регіону. Провадять суто деревний спосіб життя, активні від світанку до смеркання. Живуть родинними гуртами. Надзвичайно голосні крики самців можна почути на відстані до 3 кілометрів. Ними ревуни зранку позначають положення групи мавп та заявляють свої права на зайняту територію",http://uk.wikipedia.org/wiki/Ревун_рудий,imgs/108.jpg,До 1900-х,
Рінопітек роксоланів,Родина Cercopithecidae,,Rhinopithecus roxellanae (Pygathrix roxellana),"Розповсюджені у гірських лісах Південного та Південно-Східного Китаю й Північного В'єтнаму. За кирпатий ніс цих мавп називають кирпатими тонкотілими мавпами. Живуть на деревах у бамбукових і хвойних лісах на висоті до чотирьох кілометрів. Коли у верхніх поясах гір настає зима й випадає сніг, ринопітеки спускаються у тропічні долини.",http://uk.wikipedia.org/wiki/Золотиста_кирпоноса_мавпа,imgs/107.jpg,До 1900-х,
Веслоніс (північно)американський,Родина Polyodontidae,,Polyodon spathula,"Прісноводна риба з ряду осетроподібних — це єдиний представник монотипового роду Веслоніс. Переважно живуть в озері Ері та річці Міссісіпі, а також у деяких річках, що впадають у Мексиканську затоку. Довжина сягає 2 метрів, а маса — 75 кілограмів. Мають рострум веслоподібної форми, який складає близько третини всієї довжини тіла. Через м'ясо та ікру мають важливе промислове значення у Північній Америці.",http://uk.wikipedia.org/wiki/Веслоніс_американський,,До 1900-х,
Міксина,Родина Myxinidae,Міксини,Myxini,"Міксини — нічні хижаки. Живляться ослабленою та хворою рибою, рідше падлом та червами.",http://uk.wikipedia.org/wiki/Міксини,,До 1900-х,
"Катран короткоперий (звичайний, морський собака)",Родина Squalidae,,Sgualus acanthias,"Вид акул родини катранових. Як і всі акули, катрани мають обтічну форму тіла, що вважається однією з досконалих для риб. Яйцеживородні акули. Самиці народжують понад 15 малят завдовжки 22-27 сантиметрів. З м'яса можна виготовляти консерви й балики.",http://uk.wikipedia.org/wiki/Катран_короткоперий,imgs/163.jpg,До 1900-х,
Акула довгокрила,Родина Carcharhinidae,Довгокрила акула,Carcharhinus longimanus,"Досягають 3,5-4 метрів у довжину і ваги 20-60 кілограмів. Розмножуються живородінням. Приносять п'ять-сім дитинчат довжиною до 40 сантиметрів. Зустрічаються повсюдно в тропічній зоні. Відомі випадки нападу довгокрилих акул на людей зі смертельним результатом.",http://uk.wikipedia.org/wiki/Акула_довгокрила,,До 1900-х,
Пил(к)орил звичайний,Родина Pristidae,Звичайний пилкорил,Pristis pectinata (pectinatus),"Загальна довжина цього ската коливається від 4,8 до 7,6 метра завдовжки вагою 315—400 кілограмів. Рострум довгий, плаский, має вигляд мечеподібного виросту, становить 1/4 загальної довжини цієї риби. Це яйцеживородний скат. Самиця народжує 15-20 дитинчат. Мешкає в Індійському, Тихому та Атлантичному океанах. Запливає до Середземного моря.

Скати з роду Риба-пилка. Рострум довгий, плаский, має вигляд мечеподібного виросту, на ньому знаходяться від 24 до 34 зубів. Мешкають в Індійському, Тихому та Атлантичному океанах.",http://uk.wikipedia.org/wiki/Пилкорил_звичайний,imgs/144.jpg,До 1900-х,
Баракуда велика,Родина Sphyraenidae,Велика баракуда,Sphyraena barracuda,"Великі хижі риби родини Sphyraenidae водяться у теплих морях. Вони можуть досягати до 2 метрів. Баракуди мають дуже гострі зуби, живляться переважно рибою, але іноді нападають на людей.",http://uk.wikipedia.org/wiki/Баракуда_велика,,До 1900-х,
Верхогляд звичайний,Родина Cyprinidae,,Chanodichthys erythropterus,"Риби родини коропових. Розповсюджені у Європі, Малій Азії, Сибіру, на Кавказі. Живуть тільки у водоймах з чистою водою та гарним кисневим балансом",,,До 1900-х,
Змієголов,Родина Channidae,Змієголов,Channa,"Риби родини Змієголові (Channidae). Деякі з них можуть пересуватися по землі, як змії, і дихати повітрям.Раціон різних видів змієголовів включає рибу, жаб, змій, гризунів, птахів і комах.",http://uk.wikipedia.org/wiki/Змієголов,,До 1900-х,
Луфар( - танцівниця),Родина Pomatomidae,"Луфар танцівниця, танцівниця луфар, луфар - танцівниця, танцівниця - луфар, луфар-танцівниця, танцівниця-луфар",Pomatomus saltatrix,"Морські зграйні риби ряду окунеподібних. Зустрічаються в Атлантичному та Індійському океанах, також поширені у тропічних і помірних морях, в Україні — у Чорному та Азовському морях.",http://uk.wikipedia.org/wiki/Луфар,,До 1900-х,
Мероу велетенська,Родина Serranidae,,Epinephelus marginatus (gigas),"Вони зустрічаються в усіх тропічних і субтропічних морях. Забарвлення, як правило, дуже яскраве і різноманітне, типове для мешканців коралових рифів. Цінні для промислу риби.",,imgs/34.jpg,До 1900-х,
Морський півень жовтий (тригла жовта),Родина Triglidae,"Морський півень жовтий тригла жовта, морський жовтий півень тригла жовта, морська тригла жовта півень, півень тригла жовта морський, морська тригла півень жовта",Chelidonichthys lucerna,"Морські півні — хижі риби. Харчуються малорухомими та нерухомими донними тваринами, намацуючи їх променями грудних плавників, а також рибою, креветками та крабами. В процесі полювання «ноги» є незамінною зброєю, за допомогою якої морські півні намацують у піску малорухомі організми.",http://uk.wikipedia.org/wiki/Морський_півень_жовтий,imgs/167.jpg,До 1900-х,
Риба - метелик (пантодон),Родина Pantodontidae,"Риба метелик пантодон, риба пантодон метелик, метелик пантондон риба, метелик риба пантодон, риба-метелик пантодон, метелик риба-пантодон, риба - метелик пантодон, метелик - риба пантодон, пантодон метелик - риба, пантодон риба - метелик",Pantodon buchholzi,"Вид прісноводних риб, єдиний представник родини Pantodontidae. У природі ці тварини зустрічаються в басейнах річок у тропічній Африці. Використовуються як акваріумні риби.",http://uk.wikipedia.org/wiki/Риба-метелик,,До 1900-х,
Сом європейський (звичайний),Родина Siluridae,"Сом європейський звичайний, сом звичайний європейський, євпропейський звичайний сом, європейський сом звичайний",Silurus glanis,"Прісноводна донна річкова риба, що живе на глибоких ділянках річок, глибоких протоках і старицях, в озерах і водосховищах, також у солонуватих водах лиманів. Найбільша прісноводна риба в Європі. Цінна промислова риба.",http://uk.wikipedia.org/wiki/Сом_звичайний,imgs/33.jpg,До 1900-х,
Жаба гостроморда,Родина Ranidae,Гостроморда жаба,Rana arvalis,"Цей вид поширений в Європі та Азії. Характеризується жаба однотонним забарвленням черева та великими плямами на вухах та часто (але не завжди) блідішою смужкою на спині. Досягає 7 сантиметрів завдовжки, її голова більш витягнута, ніж у звичайної європейської жаби.",http://uk.wikipedia.org/wiki/Жаба_гостроморда,,До 1900-х,
Кумка червоночерева (звичайна),Родина Bombinatoridae,"Кумка червоночерева звичайна джерлянка, червоночерева звичайна джерлянка кумка, звичайна джерлянка кумка червоночерева, джерлянка кумка червоночерева звичайна",Bombina bombina,"Земноводні тварини родини кумкових ряду Безхвостих, що мешкають у водоймах. Невеликі за розміром істоти, спинна поверхня яких зазвичай сіро-коричнюватих (інколи зелених) тонів з невиразними темнішими плямами неправильної форми. Ареал охоплює територію Центральної та Східної Європи: від Данії та Західної Німеччини на заході до Уральських гір на сході, на півдні — до Кавказьких гір, на півночі — до Фінської затоки.",http://uk.wikipedia.org/wiki/Кумка_червоночерева,,До 1900-х,
Ропуха зелена,Родина Bufonidae,Зелена ропуха,Pseudepidalea viridis,"Зелені ропухи в Україні трапляються майже повсюдно. У гірських районах Карпат та Криму підіймаються на висоту понад 1000 метрів. Тварини живляться наземними безхребетними — двокрилими, жуками та іншими. Ареал зелених ропух пролягає від Західної Франції та далі на схід. Охоплює майже всі європейські країни, в тому числі південь Швеції, країни Балтії, Білорусь, Україну.",http://uk.wikipedia.org/wiki/Ропуха_зелена,,До 1900-х,
Тритон альпійський (гірський),Родина Salamandridae,"Тритон гірський альпійський, тритон альпійський гірський, альпіський гірський тритон, гірський альпійський тритон, гірський тритон альпійський, альпійський трион гірський",Ichthyosaura / Mesotriton / Triturus alpestris,"Тритони поширені на більшій частині території Центральної Європи — від Франції на заході до Румунії та українських Карпат на сході. Дорослі особини харчуються дощовими черв'яками, личинками комах, равликами та павуками, під час водної фази харчуються дрібними ракоподібними. Гірські тритони занесені до Червоної книги України та віднесені до II категорії",http://uk.wikipedia.org/wiki/Тритон_гірський,,До 1900-х,
Часничниця (Землянка) звичайна,Родина Pelobatidae,"Часничниця землянка звичайна, часничниця звичайна землянка, землянка звичайна часничниця, землянка часничниця звичайна, звичайна часничниця землянка, звичайна землянка часничниця, земляна жаба, земляна жабка, часникова жаба, часникова жабка, жабка бура, землянка звичайна.",Pelobates fuscus,"Мешкають в Європі, зокрема в Україні, а також у країнах Близького Сходу до західних районів Казахстану. Воліють пересуватися суходолом. Полюбляють лісисті та степові місцини. Харчуються безхребетними, зокрема комахами.",http://uk.wikipedia.org/wiki/Часничниця_звичайна,,До 1900-х,
Агама,Родина Agamidae,Агама,Agama,"Поширені в Африці скрізь, окрім Мадагаскару. Більшість живуть в лісах на деревах або скелях, іноді підіймаються високо в гори, деякі види також пристосовуються до життя в селах, наприклад всередині солом'яних хатин.",http://uk.wikipedia.org/wiki/Агама,,До 1900-х,
Алігатор китайський,Родина Alligatoridae,"Китайський алігатор, алігатор із Китаю, алігатор з Китаю, Китай",Alligator sinensis,"Один із двох сучасних видів алігатора. Природний ареал цього виду включає східну частину басейну річки Янцзи в Китаї. Нині китайські алігатори мешкають тільки в басейні річки Янцзи на східному узбережжі Китаю. Алігатори є хижаками, що ведуть нічний спосіб життя. Дорослі особини харчуються рибою, зміями, молюсками, невеликими ссавцями та водоплавними птахами. Молоді алігатори споживають комах та інших дрібних безхребетних. Китайські алігатори знаходяться під загрозою зникнення і включені до Міжнародної Червоної Книги.",http://uk.wikipedia.org/wiki/Алігатор_китайський,,До 1900-х,
Веретільниця ламка (гладун),Родина Anguidae,"Веретінниця ламка гладун, ламка веретінниця гладун, ламка гладун веретінниця, гладун ламка веретінниця, гладун веретінниця ламка, веретільниця ламка гладун, веретільниця гладун ламка, веретільниця гладун ламка, гладун веретільниця ламка, гладун ламка веретільниця, ламка веретільниця гладун, ламка гладун веретільниця",Anguis fragilis,"Порівняно великі безногі ящірки зі змієподібними тілами загальною довжиною до 50 сантиметрів. Самці трохи менші за самиць. Полюбляють широколистяні та мішані ліси, зустрічаючись також на межі лісів, полів і лугів, на лісових галявинах та у садах. У горах підіймаються до висоти 2500 метрів над рівнем моря. Широко поширені у Малій Азії, на Кавказі та в північному Ірані, у Центральній, Західній, Південній Європі. Щодо півночі, то їх можна побачити у Данії, Норвегії та Швеції. На схід - це країни Балтії, Білорусь, Польща, Молдова, Україна. На схід від України зустрічаються аж до лівобережної долини річки Тобол.",http://uk.wikipedia.org/wiki/Веретільниця_ламка,,До 1900-х,
Гадюка звичайна (ґалиця),Родина Viperidae,"Гадюка звичайна ґалиця, звичайна гадюка ґалиця, звичайна ґалиця гадюка, ґалиця гадюка звичайна, ґалиця звичайна гадюка ",Vipera berus,"Це найрозповсюдженіший вид гадюк у Євразії. У межах ареалу зустрічається кілька підвидів. В Україні звичайну гадюку можна зустріти в лісовій, лісостеповій зонах та в Карпатах. Гадюка звичайна відносно невелика в розмірах, довжиною до 75 сантиметрів. Отрута звичайної гадюки за механізмом токсичної дії є отрутою переважно геморагічної (викликає крововилив) та місцевої некротичної дії. Викликає швидке згортання крові.",http://uk.wikipedia.org/wiki/Гадюка_звичайна,,До 1900-х,
Гримучник техаський,Родина Viperidae,"Техаський гремучник, гремучник із Техасу, гремучник Техасу, Техас",Crotalus atrox,"Отруйна змія з роду Справжній гримучник родини Гадюкові. Загальна довжина досягає 1,7-2,5 метри. Вага 0,5-7 кілограмів. Голова широка, тулуб стрункий, товстий. Очі великі, зіниці вертикальні. Це яйцеживородна змія. Отрута в неї досить потужна та має гемотоксичну, цитотоксичну та міотоксичну властивості. Отруту використовують у медицині. Істота мешкає на південному сході Канади, півдні та заході США, півночі Мексики.",http://uk.wikipedia.org/wiki/Гримучник_техаський,,До 1900-х,
